Company Name, Email, Telephone, Website, Address
AVIT-Hochdruck Rohrtechnik,info@avit.de,(+49 201) 29 49-00,http://www.avit.de,Manderscheidtstr. 86/88 45141 Essen Deutschland 
AViTEQ Vibrationstechnik,info@aviteq.de,(+49 6145) 5 03-0,http://www.aviteq.de,Im Gotthelf 16 65795 Hattersheim Deutschland 
AVL Schrick,info@avl-schrick.com,(+49 2191) 9 50-0,http://www.avl-schrick.com,Dreherstr. 3 - 5 42899 Remscheid Deutschland 
AVOLA Maschinenfabrik,info@avola.de,(+49 2324) 96 36-0,http://www.avola.de,Heiskampstr. 11 45527 Hattingen Deutschland 
AWG Fittings,awg-info@idexcorp.com,(+49 7340) 91 88 98-0,http://www.awg-fittings.com,Bergstr. 25 89177 Ballendorf Deutschland 
AZO,info@azo.com,(+49 6291) 92-0,http://www.azo.com,Rosenberger Str. 28 74706 Osterburken Deutschland 
B & S Industrieservice,info@bs-filter.de,(+49 6201) 7101-500,http://www.bs-filter.de,Olbrichtstr. 2 69469 Weinheim Deutschland 
B&R Industrie-Elektronik,office.de@br-automation.com,(+49 6172) 40 19-0,http://www.br-automation.com,Norsk-Data-Str. 3 61352 Bad Homburg Deutschland 
B+L Industrial Measurements,info@bl-im.de,(+49 6221) 7 72-0,http://www.bl-im.de,Hans-Bunte-Str. 10 69123 Heidelberg Deutschland 
b+m surface systems,info@bm-systems.com,(+49 6672) 92 92-0,http://www.bm-systems.com,Meininger Weg 10 36132 Eiterfeld Deutschland 
b-plus,services@b-plus.com,(+49 991) 27 03 02-0,http://www.b-plus.com,Ulrichsberger Str. 17 94469 Deggendorf Deutschland 
Nordischer Maschinenbau,baader@baader.com,(+49 451) 53 02-0,http://www.baader.com,Geniner Str. 249 23560 Lübeck Deutschland 
Bachmann electronic,info@bachmann.info,(+43 5522) 34 97-0,http://www.bachmann.info,Kreuzäckerweg 33 6800 Feldkirch Österreich 
Bactoforce,office@bactoforce.com,(+49 2383) 91 26-0,http://www.bactoforce.com,Edisonstr. 3a 59199 Bönen Deutschland 
Wilhelm Bahmüller Maschinenbau,info@bahmueller.de,(+49 7181) 8 09-0,http://www.bahmueller.de,Wilhelm-Bahmüller- Str. 34 73655 Plüderhausen Deutschland 
BAIER + KÖPPEL,beka@beka-lube.de,(+49 9241) 7 29-0,http://www.beka-lube.de,Beethovenstr. 14 91257 Pegnitz Deutschland 
Baljer & Zembrod,mail@bz.ag,(+49 7584) 2 95-0,http://www.bz.ag,Max-Planck-Str. 8 88361 Altshausen Deutschland 
Balluff,balluff@balluff.de,(+49 7158) 1 73-0,http://www.balluff.com,Schurwaldstr. 9 73765 Neuhausen Deutschland 
Balticare,info@balticare.de,(+49 6204) 91 47 23-0,http://www.balticare.de,Alfred-Nobel-Str. 6 68519 Viernheim Deutschland 
Baltimore Aircoil,info-bac@baltimoreaircoil.be,(+3 215) 25 77 00,http://www.baltimoreaircoil.com,Industriepark 2220 Heist-op-den-Berg Belgien 
Baltrusch & Mütsch,info@bamue.de,(+49 7947) 91 01-0,http://www.bamue.de,Schöntaler Str. 23 74670 Forchtenberg Deutschland 
bar pneumatische Steuerungssysteme,bar-info@wattswater.com,(+49 2644) 96 07-0,http://www.bar-gmbh.de,Auf der Hohl 1 53547 Dattenberg Deutschland 
Barksdale,info@barksdale.de,(+49 6035) 9 49-0,http://www.barksdale.de,Dorn-Assenheimer-Str. 27 61203 Reichelsheim Deutschland 
BARTEC,info@me.bartec.de,(+49 2373) 6 84-0,http://www.bartec-mining.com,Holzener Str. 35 - 37 58708 Menden Deutschland 
Wilhelm BARTH,info@barth-feuerwehrtechnik.de,(+49 711) 5 75 60-0,http://www.barth-feuerwehrtechnik.de,Steinbeisstr. 14 70736 Fellbach Deutschland 
Gerhard Bartling,info@bartling.de,(+49 5731) 74 80-4,http://www.bartling.de,Gohfelder Str. 39 32584 Löhne Deutschland 
BASE Gebäudetechnik,info@base-gt.de,(+49 4102) 8 91 27-27,http://www.base-gt.de,Bogenstr. 34 Haus C 22926 Ahrensburg Deutschland 
Basler,info@baslerweb.com,(+49 4102) 4 63-0,http://www.baslerweb.com,An der Strusbek 60 - 62 22926 Ahrensburg Deutschland 
BASTRA,info@bastra.de,(+49 2932) 4 81-0,http://www.bastra.de,Kleinbahnstr. 12 - 16 59759 Arnsberg Deutschland 
battenfeld-cincinnati Germany,germany@battenfeld-cincinnati.com,(+49 5731) 2 42-0,http://www.battenfeld-cincinnati.com,Grüner Weg 9 32547 Bad Oeynhausen Deutschland 
battenfeld-cincinnati Austria,austria@battenfeld-cincinnati.com,(+43 1) 6 10 06-0,http://www.battenfeld-cincinnati.com,Laxenburger Str. 246 1230 Wien Österreich 
Baublies,verwaltung@baublies.com,(+49 7159) 92 87-0,http://www.baublies.com,Brunnenfeldstr. 42 71272 Renningen Deutschland 
Bauer Deep Drilling,info@bauerdeepdrilling.com,(+49 8252) 97-0,http://www.bauerdeepdrilling.com,BAUER-Str. 1 86529 Schrobenhausen Deutschland 
Bauer Gear Motor,info@bauergears.com,(+49 711) 35 18-0,http://www.bauergears.com,Eberhard-Bauer-Str. 36 - 60 73734 Esslingen Deutschland 
BAUER Maschinen,info@bauer.de,(+49 8252) 97-0,http://www.bauer.de,BAUER-Str. 1 86529 Schrobenhausen Deutschland 
Florian Bauer Sondermaschinen,info@florianbauergmbh.de,(+49 2233) 9 74 77-0,http://www.florianbauergmbh.de,Wegelinstr. 4 50354 Hürth Deutschland 
Baumann Maschinenbau Solms,info@baumann-mbs.de,(+49 6442) 92 83-0,http://www.baumann-mbs.de,Oberbieler Str. 1-3 35606 Solms Deutschland 
Baumer Inspection,info@baumerinspection.com,(+49 7531) 99 43-0,http://www.baumerinspection.com,Lohnerhofstr. 6 78467 Konstanz Deutschland 
Baumer Optronic,sales@baumeroptronic.com,(+49 3528) 43 86-0,http://www.baumer.com,Badstr. 30 01454 Radeberg Deutschland 
Baumot Group,info@twintec.de,(+49 2244) 91 80-0,http://baumot.twintecbaumot.de,Eduard-Rhein-Str. 21 - 23 53639 Königswinter Deutschland 
Baumüller Nürnberg,mail@baumueller.com,(+49 911) 54 32-0,http://www.baumueller.com,Ostendstr. 80 - 90 90482 Nürnberg Deutschland 
BAUSCH Germany,info@base-europe.com,(+49 36691) 86 89 10,http://www.bausch-group.com,Döllschützer Str. 1 07607 Hainspitz Deutschland 
Baust Stanztechnologie,rotation@baust.de,(+49 2173) 4 09 96-0,http://www.baust-stanztechnologie.de,Herzogstr. 3 40764 Langenfeld Deutschland 
Entsorgungstechnik Bavaria,info@et-bavaria.eu,(+49 89) 374 99 22-0,http://www.et-bavaria.eu,Siemensstr. 14 85716 Unterschleißheim Deutschland 
bavius technologie,sales@bavius-technologie.com,(+49 751) 50 79-0,http://www.bavius-technologie.com,Eisenbahnstr. 17 88255 Baienfurt Deutschland 
bawaco,info@bawaco.de,(+49 7151) 2 05 31-30,http://www.bawaco.de,Mercedesstr. 17 71384 Weinstadt Deutschland 
BBG Baugeräte,office@bbg-gmbh.at,(+43 3 862) 3 04-0,http://www.bbg-gmbh.at,High-Tech-Park West 6 8605 Kapfenberg Österreich 
BBM Maschinenbau und Vertrieb,sales@bbm-germany.de,(+49 5248) 8 23 80,http://www.bbm-germany.de,Dieselstr. 4 33449 Langenberg Deutschland 
BCT Technology,info@bct-technology.com,(+49 7852) 9 96-0,http://www.bct-technology.com,Im Lossenfeld 9 77731 Willstätt Deutschland 
BDG,info@bdg-online.de,(+49 7940) 9 81 20-0,http://www.bdg-online.de,Dornäckerweg 18 74653 Künzelsau-Amrichshausen Deutschland 
Beck,info@beck-maschinenbau.de,(+49 7576) 96 29 78-0,http://www.beck-maschinenbau.de,Im Grund 23 72505 Krauchenwies Deutschland 
Hugo Beck Maschinenbau,info@hugobeck.de,(+49 7123) 72 08-0,http://www.hugobeck.de,Daimlerstr. 26 72581 Dettingen Deutschland 
BECK MASCHINENFABRIK,info@beck-maschinen.de,(+49 2394) 18-0,http://www.bueltmann.com,Hönnestr. 31 58809 Neuenrade Deutschland 
Beck Packautomaten,info@beck-packautomaten.de,(+49 7022) 40 09-0,http://www.beck-packautomaten.de,Steinbeisstr. 9 72636 Frickenhausen Deutschland 
August Beck,info@beck-tools.de,(+49 7434) 2 70-0,http://www.beck-tools.de,Ebinger Str. 115 72474 Winterlingen Deutschland 
Gebr. Becker,info@becker-international.com,(+49 202) 6 97-0,http://www.becker-international.com,Hölker Feld 29 - 31 42279 Wuppertal Deutschland 
Wilh. Becker Hahnreiter Gewindetechnik,info@hahnreiter.de,(+49 2191) 3 78-0,http://www.hahnreiter.de,Auf dem Knapp 34 42855 Remscheid Deutschland 
J. A. Becker & Söhne,info@jab-becker.de,(+49 7132) 3 67-0,http://www.jab-becker.de/kompressoren.html,Hauptstr. 102 74235 Erlenbach Deutschland 
Becker Mining Systems,info@becker-mining.com,(+49 6897) 8 57-0,http://www.becker-mining.com,Walter-Becker-Str. 1 66299 Friedrichsthal Deutschland 
Beckhoff Automation,info@beckhoff.com,(+49 5246) 9 63-0,http://www.beckhoff.de,Hülshorstweg 20 33415 Verl Deutschland 
becos Beratung für computerunterstützte,vertrieb@becos.de,(+49 711) 60 17 43-0,http://www.becos.de,Zettachring 2 70567 Stuttgart Deutschland 
BEDNAR,info@bednarfmt.com,(+420 2) 83 09 25 48,www.bednar-machinery.com,Lohenická 607 190 17 Prag 9 Vinor Tschechische Republik 
BEHN + BATES Maschinenfabrik,sales@behnbates.com,(+49 251) 97 96-0,http://www.behnbates.com,Robert-Bosch-Str. 6 48153 Münster Deutschland 
HEINRICH BEHRENS,info@behrenspumpen.com,(+49 421) 4 86 81-0,http://www.behrenspumpen.de,Von-Thünen-Str. 7 28307 Bremen Deutschland 
Behringer,info@behringer.net,(+49 7266) 2 07-0,http://www.behringer.net,Industriestr. 23 74912 Kirchardt Deutschland 
Paul Beier,pbk@beier-kassel.de,(+49 561) 8 07 02-0,http://www.beier-kassel.de,Naumburger Str. 36 34127 Kassel Deutschland 
Beinlich Agrarpumpen,info@beinlich-beregnung.de,(+49 2676) 95 16-0,http://www.beinlich-beregnung.de,Eifel Maar Park 16 56766 Ulmen Deutschland 
Beinlich Pumpen,info@beinlich-pumps.com,(+49 2332) 55 86-0,http://www.beinlich-pumps.com,Gewerbestr. 29 58285 Gevelsberg Deutschland 
BEKO TECHNOLOGIES,info@beko-technologies.com,(+49 2131) 9 88-0,http://www.beko-technologies.de,Im Taubental 7 41468 Neuss Deutschland 
BEKUM,info@bekum.com,(+43 2783) 4 11 11-01,http://www.bekum.de,Venusberger Str. 40 3133 Traismauer Österreich 
BEKUM,info@bekum.de,(+49 30) 74 90-0,http://www.bekum.de,Kitzingstr. 15/19 12277 Berlin Deutschland 
Belden Deutschland,lac-info@belden.com,(+49 2355) 50 44-0 00,http://www.lumberg-automation.de,Im Gewerbepark 2 58579 Schalksmühle Deutschland 
Belden Europe,venlo.salesinfo@belden.com,(+31 77) 38 78-5 55,http://www.belden-emea.com,Edisonstraat 9 5928 PG Venlo Niederlande 
BELIMO,info@belimo.de,(+49 711) 1 67 83-0,http://www.belimo.de,Welfenstr. 27 70599 Stuttgart Deutschland 
Bell Equipment (Deutschland),center@de.bellequipment.com,(+49 6631) 91 13-0,http://www.bellequipment.com,Oberste Elpersweide 4 36304 Alsfeld Deutschland 
Bellmer,info.st@bellmer.de,(+49 7233) 74-0,http://www.bellmer.de,Hauptstr. 37 - 43 75223 Niefern-Öschelbronn Deutschland 
DR. BENDER,info@dr-bender.de,(+49 7051) 92 91-0,http://www.dr-bender.de,Industriestr. 22 75382 Althengstett Deutschland 
BENDER Armaturen,info@bender-armaturen.de,(+49 2721) 92 43-0,http://www.bender-armaturen.de,Zur Brücke 2 57368 Lennestadt Deutschland 
Benninger Automation,automation@benningergroup.com,(+49 7625) 1 31-0,http://www.benningergroup.com,Schopfheimer Str. 89 79669 Zell Deutschland 
Benninger Zell,bengermany@benningergroup.com,(+49 7625) 1 31-0,http://www.benningergroup.com,Schopfheimer Str. 89 79669 Zell Deutschland 
Benninghoven,info@benninghoven.com,(+49 6571) 6978-0,http://www.benninghoven.com,Benninghovenstr. 1 54516 Wittlich Deutschland 
Benteler Maschinenbau,glass-processing@benteler.com,(+49 521) 5 42-0,http://www.benteler-glass.com,Frachtstr. 10 - 16 33602 Bielefeld Deutschland 
BENZ Werkzeugsysteme,info@benz-tools.de,(+49 7832) 7 04-0,http://www.benz-tools.de,Im Mühlegrün 12 77716 Haslach Deutschland 
Carl Benzinger,info@benzinger.de,(+49 7231) 4 15 31-1 00,http://www.benzinger.de,Robert-Bosch-Str. 28 75180 Pforzheim Deutschland 
BEOS Beratung & Software,info@beos-software.de,(+49 89) 54 70 51-0,http://www.beos-software.de,Hansastr. 15 80686 München Deutschland 
BERALMAR TECNOLOGIC,info@beralmar.com,(+34 937) 312200,http://www.beralmar.com,Av.Del Vallès 304 08227 Terrassa Spanien 
Berg,info@berg-spanntechnik.de,(+49 5205) 7 59-0,http://www.berg-spanntechnik.de,Gildemeisterstr. 80 33689 Bielefeld Deutschland 
Berges Antriebstechnik,info@berges.de,(+49 2264) 17-0,http://www.berges.de,Industriestr. 13 51709 Marienheide Deutschland 
Bergmann,info@l-bergmann.de,(+49 4444) 20 08-0,http://www.l-bergmann.de,Hauptstr. 64 - 66 49424 Goldenstedt Deutschland 
BerlinerLuft. Technik,infoblt@berlinerluft.de,(+49 30) 55 26-0,http://www.berlinerluft.de,Herzbergstr. 87 - 99 10365 Berlin Deutschland 
Berluto Armaturen,info@berluto.de,(+49 2151) 70 38-0,http://www.berluto.de,Tempelsweg 16 47918 Tönisvorst Deutschland 
BERNARD CONTROLS DEUFRA,bcd.mail@bernardcontrols.com,(+49 2241) 98 34-0,http://www.bernardcontrols.com,Kasinostr. 22 53840 Troisdorf Deutschland 
Berner Engineering,mail@berner-engineering.net,(+49 7121) 99 27-0,http://www.berner-engineering.net,Arbach ob der Str. 14 72793 Pfullingen Deutschland 
Bernex Bimetall,sales@ch.bernexgroup.com,(+41 62) 2 87 87-87,http://www.bernexgroup.com,Industriestr. 211 4600 Olten Schweiz 
Bernini Impianti,contact@bernini-impianti.it,(+390 51) 511-216,http://www.bernini-impianti.it,Via Michelino 77 40127 Bologna Italien 
BERNSTEIN,info@de.bernstein.eu,(+49 571) 7 93-0,http://www.bernstein.eu,Hans-Bernstein-Str. 1 32457 Porta Westfalica Deutschland 
BETEX,contact@betex-germany.com,(+49 7021) 94 43-0,http://www.betex-germany.com,Marie-Curie-Str. 27 73230 Kirchheim Deutschland 
BEUMER Maschinenfabrik,beumer@beumergroup.com,(+49 2521) 24-0,http://www.beumergroup.com,Oelder Str. 40 59269 Beckum Deutschland 
Beutler Nova,service@beutler-nova.ch,(+41 41) 9 72 75-40,,Hofmatt 2 6142 Gettnau Schweiz 
bgu Umweltschutzanlagen,info@bgu-online.de,(+49 7946) 91 20-0,http://www.bgu-online.de/,Schwabenstr. 27 74626 Bretzfeld Deutschland 
BHS-Sonthofen,info@bhs-sonthofen.de,(+49 8321) 60 99-0,http://www.bhs-sonthofen.de,An der Eisenschmelze 47 87527 Sonthofen Deutschland 
Bi-Ber - Engineering,info@bilderkennung.de,(+49 30) 8 10 32 22-60,http://www.bilderkennung.de,An der Wuhlheide 232B 12459 Berlin Deutschland 
bielomatik Leuze,info@bielomatik.de,(+49 7025) 12-0,http://www.bielomatik.com,Daimlerstr. 6 - 10 72639 Neuffen Deutschland 
bierrebi,info@bierrebi.com,(+39 051) 845868,http://www.bierrebi.com,Via Sagittario 23 40037 Sasso Marconi (BO) Italien 
Bihl+Wiedemann,mail@bihl-wiedemann.de,(+49 621) 3 39 96-0,http://www.bihl-wiedemann.de,Floßwörthstr. 41 68199 Mannheim Deutschland 
Otto Bihler,verkauf@bihler.de,(+49 8368) 18-0,http://www.bihler.de,Lechbrucker Str. 15 87642 Halblech Deutschland 
Bilfinger Maschinenbau,office.maschinenbau@bilfinger.com,(+43 732) 6987-3365,http://www.maschinenbau.bilfinger.com,Wahringerstr. 34 4031 Linz Österreich 
BILLION,contact@billion.fr,(+33 474) 73 20-00,http://www.billion.fr,1 Avenue Victor Hugo 01100 Bellignat Frankreich 
HERMANN BILZ,info@hermann-bilz.de,(+49 711) 9 30 25-0,http://www.hermann-bilz.de,Röntgenstr. 30 73730 Esslingen Deutschland 
BILZ Werkzeugfabrik,zentrale@bilz.de,(+49 711) 3 48 01-0,http://www.bilz.de,Vogelsangstr. 8 73760 Ostfildern Deutschland 
Bioengineering,info@bioengineering.ch,(+41 55) 2 56 81 11,http://www.bioengineering.ch,Sagenrainstr. 7 8636 Wald ZH Schweiz 
Birk Wärmetechnische Anlagen,info@birk-gmbh.de,(+49 9567) 98 08 08,http://www.birk-gmbh.de,Bahnhofplatz 13 96145 Seßlach Deutschland 
birkle IT,info@birkle-it.com,(+49 89) 9 09 01 51 58,http://www.birkle-it.com,Leopoldstr. 16 80802 München Deutschland 
BITO-Lagertechnik Bittmann,info@bito.de,(+49 6753) 1 22-0,http://www.bito.de,Obertor 29 55590 Meisenheim Deutschland 
BITZER Wiegetechnik,info@bitzer-waage.de,(+49 5121) 78 28-0,http://www.bitzer-waage.de,Benzstr. 3 31135 Hildesheim Deutschland 
Bizerba,marketing@bizerba.com,(+49 7433) 12-0,http://www.bizerba.com,Wilhelm-Kraut-Str. 65 72336 Balingen Deutschland 
Blanco,info@blanco.de,(+49 7045) 44-8 11 00,http://www.blanco-germany.com/de/index.html,Flehinger Str. 59 75038 Oberderdingen Deutschland 
Blaschke Umwelttechnik,info@hblaschke.de,(+49 8271) 81 69-0,http://www.hblaschke.de,Industriestr. 13 86405 Meitingen Deutschland 
Blaser Swisslube,germany@blaser.com,(+49 711) 9 00 73-0,http://www.blaser.com,Eichwiesenring 1/1 70567 Stuttgart Deutschland 
Blauhut & Partner,bup@procos.de,(+49 8206) 96 01-0,http://www.procos.de,Hammerschmiedstr. 15a 86492 Egling Deutschland 
Wilhelm Blessing,info@wblessing.de,(+49 711) 3 48 38-0,http://www.wblessing.com,Hermann-Löns-Str. 17 73760 Ostfildern Deutschland 
BlitzRotary,info@blitzrotary.com,(+49 771) 92 33-0,http://www.blitzrotary.com,Hüfinger Str. 55 78199 Bräunlingen Deutschland 
Blohm Jung,sales-gp@blohmjung.com,(+49 7161) 6 12-0,http://www.blohmjung.com,Jahnstr. 80 - 82 73037 Göppingen Deutschland 
Blohm Jung,sales-hh@blohmjung.com,(+49 40) 72 50-02,http://www.blohmjung.com,Kurt-A.-Körber-Chaussee 63 - 71 21033 Hamburg Deutschland 
Bloom Engineering (Europa),info@bloomeng.de,(+49 211) 5 00 91-0,http://www.bloomeng.com,Büttgenbachstr. 14 40549 Düsseldorf Deutschland 
BlueBotics,info@bluebotics.com,(+41 21) 6 94 02-90,http://www.bluebotics.com,Jordils 41B 1025 St-Sulpice VD Schweiz 
BlueKit Factory,info@bk-factory.eu,(+49 40) 37 02 22-1 21,http://www.bluekit.de,Georg-Sasse Str. 30 - 32 22949 Ammersbek Deutschland 
BMA Braunschweigische Maschinenbauanst.,sales@bma-de.com,(+49 531) 8 04-0,http://www.bma-worldwide.com,Am Alten Bahnhof 5 38122 Braunschweig Deutschland 
Bobotex,info@bobotex.de,(+49 202) 6 07 07-0,http://www.bobotex.de,Spitzenstr. 35 42389 Wuppertal Deutschland 
BOC Information Technologies Consulting,boc@boc-de.com,(+49 30) 22 69 25-10,www.boc-group.com,Naglerstr. 5 10245 Berlin Deutschland 
Bochumer Eisenhütte,info@be-th.de,(+49 234) 91 18-0,http://www.be-th.de,Klosterstr. 46 44787 Bochum Deutschland 
BOEHLERIT,bld@boehlerit.de,(+49 7364) 9 50-7 00,http://www.boehlerit.com,Heidenheimer Str. 108 73447 Oberkochen Deutschland 
BOGE KOMPRESSOREN,info@boge.de,(+49 5206) 6 01-0,http://www.boge.de,Otto-Boge-Str. 1 - 7 33739 Bielefeld Deutschland 
Bohle,info@bohle.de,(+49 2129) 55 68-0,http://www.bohle-group.com,Dieselstr. 10 42781 Haan Deutschland 
L. B. Bohle Maschinen + Verfahren,info@lbbohle.de,(+49 2524) 93 23-0,http://www.lbbohle.de,Industriestr. 18 59320 Ennigerloh Deutschland 
Bolder automation,info@bolder.eu,(+49 6431) 98 48-0,http://www.bolder.eu,In den Klostergärten 9 65549 Limburg Deutschland 
Boll & Kirch Filterbau,info@bollfilter.de,(+49 2273) 5 62-0,http://www.bollfilter.de,Siemensstr. 10 - 14 50170 Kerpen Deutschland 
Christian Bollin Armaturenfabrik,bollin@bollin.de,(+49 6171) 88 33 66-0,http://www.bollin.de,Willy-Brandt-Str. 15 61440 Oberursel Deutschland 
BOMAG,info@bomag.com,(+49 6742) 1 00-0,http://www.bomag.com,Hellerwald 56154 Boppard Deutschland 
Bontronic Steuerungstechnik,info@bontronic.de,(+49 228) 96 58 60-0,http://www.bontronic.de,Hertzstr. 14 53844 Troisdorf Deutschland 
Bopp & Reuther Valves,imibur.sales@imi-critical.com,(+49 621) 7 62 20-0,http://www.bursr.com,Carl-Reuther-Str. 1 68305 Mannheim Deutschland 
BORSIG Process Heat Exchanger,info@pro.borsig.de,(+49 30) 43 01-01,http://www.borsig.de,Egellsstr. 21 13507 Berlin Deutschland 
BORSIG ZM Compression,info@zm.borsig.de,(+49 3764) 53 90-0,http://www.borsig.de,Seiferitzer Allee 26 08393 Meerane Deutschland 
Robert Bosch,kontakt@bosch.de,(+43 6245) 7 92-0,http://www.bosch.at,Boschstr. 7 5400 Hallein Österreich 
Robert Bosch,callbosch@de.bosch.com,(+49 711) 8 11-0,http://www.bosch.de,Robert-Bosch-Platz 1 70839 Gerlingen Deutschland 
Robert Bosch Automotive Steering,contact.automotive-steering@bosch.com,(+49 7171) 31-0,http://www.bosch-automotive-steering.com,Richard-Bullinger-Str. 77 73527 Schwäbisch Gmünd Deutschland 
Bosch Energy and Building Solutions,info.energy@de.bosch.com,(+49 711) 8 11-2 62 62,http://www.bosch-energy.de,Mittlerer Pfad 4 70499 Stuttgart Deutschland 
Bosch Industriekessel,info@bosch-industrial.com,(+49 9831) 56-0,http://www.bosch-industrial.com,Nürnberger Str. 73 91710 Gunzenhausen Deutschland 
Bosch KWK Systeme,info.kwk@de.bosch.com,(+49 6406) 91 03-0,http://www.bosch-kwk.de,Justus-Kilian-Str. 29 - 33 35457 Lollar Deutschland 
Robert Bosch Packaging Technology,packaging@bosch.com,(+49 7951) 4 02-1,http://www.boschpackaging.com,Blaufelderstr. 45 74564 Crailsheim Deutschland 
Bosch Packaging Systems,packaging@bosch.com,(+49 7151) 70 07-0,http://www.boschpackaging.com,Föhrenbachstr. 14 73630 Remshalden Deutschland 
Robert Bosch Packaging Technology,packaging@bosch.com,(+49 711) 8 11-0,http://www.boschpackaging.com,Stuttgarter Str. 130 71332 Waiblingen Deutschland 
Robert Bosch Packaging Technology,packaging@bosch.com,(+49 2162) 2 48-0,http://www.boschpackaging.com,Kölnische Str. 1 - 3 41747 Viersen Deutschland 
Robert Bosch Power Tools,kundenberatung.ew@de.bosch.com,(+49 711) 7 58-0,http://www.bosch-pt.com,Max-Lang-Str. 40 - 46 70771 Leinfelden-Echterdingen Deutschland 
Bosch Rexroth,info@boschrexroth.de,(+49 9352) 18-0,https://www.boschrexroth.com/de/de/,Zum Eisengießer 1 97816 Lohr Deutschland 
Bosch Rexroth,info.brl@boschrexroth.de,(+49 711) 8 11-0,http://www.bosch.de/at,Löwentorstr. 68 - 70 70376 Stuttgart Deutschland 
Bosch Rexroth,info@boschrexroth.de,(+49 7308) 82-0,http://www.boschrexroth.de,Glockeraustr. 2 89275 Elchingen Deutschland 
Bosch Service Solutions,info.bso@de.bosch.com,(+49 391) 6 07 33 33,https://www.bosch-elevatorcloud.de,Lahnstr. 34-40 60326 Frankfurt am Main Deutschland 
Johs. Boss,contact@johs-boss.de,(+49 7432) 90 87-0,http://www.johs-boss.de,Talstr. 19 72461 Albstadt Deutschland 
BPW Bergische Achsen,info@bpw.de,(+49 2262) 78-0,http://www.bpw.de/,Ohlerhammer 51674 Wiehl Deutschland 
Bracker IMB,service@bracker-imb.de,(+49 6055) 9 34 51-0,http://www.bracker-imb.de,St.-Quentin-Fallavier-Str. 1 63579 Freigericht Deutschland 
Brainloop,info@brainloop.de,(+49 89) 44 46 99-0,http://www.brainloop.com,Franziskanerstr. 14 81669 München Deutschland 
BRAUN Aufzugtechnik,info@aufzugtechnik.biz,(+49 5606) 53 08 24-0,http://www.aufzugtechnik.biz,Vor Brakens Höhe 6 34289 Zierenberg Deutschland 
